type,yearpublished,minplayers,maxplayers,playingtime,minage,users_rated,average_rating,bayes_average_rating,total_traders,total_wanters,total_wishers,average_weight
1,1983.0,2.0,0.0,60.0,12.0,0,0.0,0.0,0,0,0,0.0
1,1968.0,2.0,6.0,30.0,8.0,2,5.5,0.0,1,0,0,2.0
1,2010.0,3.0,6.0,30.0,8.0,0,0.0,0.0,0,0,1,0.0
1,2005.0,1.0,4.0,0.0,8.0,13,3.61538,0.0,4,1,0,1.0
1,0.0,2.0,4.0,10.0,3.0,6,4.11667,0.0,0,0,0,0.0
1,1989.0,2.0,6.0,60.0,10.0,0,0.0,0.0,0,0,0,0.0
1,1999.0,2.0,5.0,10.0,7.0,0,0.0,0.0,0,0,0,0.0
1,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0,0,0,0.0
1,2009.0,2.0,6.0,45.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,6.0,0.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,6.0,0.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,6.0,0.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,6.0,0.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,6.0,0.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,6.0,0.0,6.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,2.0,2.0,120.0,14.0,21,6.49524,0.0,4,7,10,3.0
1,2010.0,2.0,3.0,180.0,14.0,22,7.34545,0.0,3,9,20,3.3333
1,1943.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,1.0,6.0,90.0,10.0,2,7.5,0.0,0,2,17,0.0
1,2010.0,2.0,5.0,20.0,6.0,9,4.71111,0.0,1,1,1,1.0
1,2010.0,2.0,4.0,60.0,12.0,16,6.85625,0.0,4,9,9,2.0
1,0.0,1.0,8.0,30.0,8.0,1,6.5,0.0,0,0,0,0.0
1,2010.0,2.0,8.0,45.0,10.0,14,6.37786,0.0,1,0,2,2.0
1,2010.0,2.0,8.0,60.0,13.0,20,2.65,0.0,5,0,1,0.0
1,1988.0,2.0,6.0,0.0,12.0,1,6.0,0.0,0,0,0,0.0
1,2010.0,3.0,5.0,45.0,10.0,0,0.0,0.0,0,0,2,0.0
1,2010.0,2.0,2.0,20.0,8.0,8,8.25,0.0,0,1,10,2.0
1,2010.0,2.0,100.0,20.0,12.0,0,0.0,0.0,0,0,0,0.0
1,1989.0,2.0,10.0,30.0,8.0,6,5.0,0.0,0,0,1,0.0
1,1995.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1984.0,2.0,6.0,0.0,0.0,0,0.0,0.0,1,0,0,0.0
2,2009.0,2.0,6.0,0.0,7.0,0,0.0,0.0,0,0,1,0.0
1,2010.0,2.0,4.0,60.0,0.0,5,8.32,0.0,3,5,8,2.0
1,1976.0,1.0,2.0,180.0,12.0,20,7.475,0.0,2,5,7,3.0
1,0.0,2.0,2.0,60.0,12.0,3,7.3,0.0,0,3,6,2.0
1,0.0,2.0,2.0,0.0,12.0,0,0.0,0.0,0,2,8,0.0
1,0.0,2.0,5.0,6000.0,14.0,5,7.6,0.0,0,3,16,5.0
1,2009.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,1.0,2.0,1.0,10.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,3.0,5.0,15.0,8.0,1,5.0,0.0,0,0,0,0.0
1,2009.0,2.0,2.0,15.0,0.0,0,0.0,0.0,0,0,1,0.0
1,2009.0,2.0,6.0,45.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,3.0,3.0,30.0,10.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,8.0,90.0,8.0,4,6.0,0.0,0,2,1,1.6667
1,2010.0,2.0,6.0,30.0,12.0,1,5.9,0.0,0,0,3,0.0
1,1993.0,2.0,12.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,2.0,2.0,45.0,0.0,125,7.4904,5.79009,16,16,39,2.25
1,1996.0,2.0,6.0,120.0,9.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0
1,2010.0,2.0,4.0,10.0,4.0,6,4.91667,0.0,1,0,2,0.0
1,2010.0,2.0,2.0,0.0,0.0,4,8.25,0.0,0,11,20,3.0
1,2009.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0
1,2009.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0
1,2009.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0
1,2010.0,1.0,4.0,10.0,8.0,8,5.8125,0.0,1,0,11,2.0
1,2009.0,2.0,6.0,20.0,4.0,1,7.0,0.0,0,2,5,0.0
1,2010.0,2.0,6.0,45.0,13.0,29,5.41379,0.0,5,2,6,1.3333
1,2009.0,2.0,6.0,60.0,0.0,1,1.0,0.0,1,0,1,0.0
1,2008.0,2.0,4.0,60.0,8.0,16,4.3125,0.0,1,0,1,1.0
1,0.0,2.0,4.0,0.0,5.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,40.0,7.0,1,5.0,0.0,1,0,0,1.0
1,2009.0,2.0,2.0,30.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,2.0,20.0,0.0,0,0.0,0.0,0,0,1,0.0
1,2009.0,2.0,4.0,20.0,7.0,2,7.0,0.0,0,3,9,0.0
1,2008.0,2.0,5.0,60.0,5.0,1,5.0,0.0,0,0,0,0.0
1,1988.0,2.0,6.0,60.0,8.0,1,4.0,0.0,1,0,0,0.0
1,1994.0,2.0,4.0,0.0,3.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,4.0,20.0,3.0,0,0.0,0.0,0,0,0,0.0
1,1988.0,2.0,8.0,30.0,18.0,1,7.0,0.0,0,1,1,3.0
1,2010.0,3.0,5.0,30.0,12.0,0,0.0,0.0,0,0,1,0.0
1,2009.0,2.0,4.0,30.0,3.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,2.0,4.0,15.0,3.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,6.0,20.0,8.0,18,4.97222,0.0,2,0,3,5.0
2,2002.0,2.0,2.0,180.0,12.0,3,7.0,0.0,0,0,1,0.0
2,2010.0,2.0,4.0,120.0,12.0,130,7.67808,5.81543,12,70,152,3.3636
1,1995.0,4.0,12.0,45.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,1.0,0.0,0.0,8.0,0,0.0,0.0,0,0,0,0.0
1,1980.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,3,0.0
1,2009.0,2.0,4.0,0.0,8.0,0,0.0,0.0,0,0,0,0.0
1,1998.0,2.0,6.0,40.0,8.0,1,6.0,0.0,0,0,0,0.0
1,0.0,2.0,12.0,60.0,8.0,1,4.0,0.0,0,0,0,0.0
1,1972.0,2.0,4.0,10.0,4.0,0,0.0,0.0,0,0,0,0.0
2,2008.0,2.0,8.0,90.0,10.0,9,8.55556,0.0,0,13,17,3.0
1,2008.0,2.0,6.0,15.0,10.0,0,0.0,0.0,0,0,0,0.0
1,1985.0,2.0,2.0,0.0,0.0,1,6.5,0.0,0,2,2,0.0
1,2010.0,3.0,6.0,30.0,8.0,13,6.96154,0.0,0,0,3,1.0
1,2008.0,3.0,6.0,0.0,12.0,5,5.8,0.0,4,0,0,0.0
1,0.0,2.0,2.0,90.0,10.0,1,4.0,0.0,0,0,0,0.0
1,2008.0,2.0,4.0,15.0,5.0,1,4.0,0.0,0,0,0,0.0
2,1997.0,2.0,2.0,0.0,0.0,12,7.58333,0.0,3,1,2,3.5
1,1981.0,2.0,6.0,10.0,4.0,3,5.76667,0.0,0,0,0,1.0
1,2010.0,2.0,6.0,30.0,8.0,2,6.5,0.0,0,0,2,2.0
1,2010.0,2.0,7.0,30.0,13.0,2,6.0,0.0,0,1,1,2.0
1,0.0,2.0,8.0,0.0,8.0,2,4.0,0.0,0,0,1,0.0
1,0.0,2.0,4.0,20.0,2.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,0.0,4.0,0,0.0,0.0,0,0,0,0.0
1,1991.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1965.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,0.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1995.0,2.0,8.0,180.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,1.0,4.0,20.0,4.0,21,6.96429,0.0,1,3,6,1.0
1,0.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,6.0,50.0,7.0,2,8.5,0.0,0,0,1,0.0
1,2010.0,2.0,5.0,15.0,6.0,3,6.0,0.0,1,0,1,0.0
1,2010.0,2.0,4.0,40.0,10.0,0,0.0,0.0,0,0,2,0.0
1,2010.0,2.0,2.0,15.0,8.0,18,7.19444,0.0,1,5,22,2.0
1,1978.0,2.0,2.0,0.0,12.0,1,7.0,0.0,0,1,3,0.0
1,1978.0,2.0,2.0,0.0,12.0,1,5.0,0.0,0,0,0,0.0
1,1978.0,2.0,0.0,0.0,12.0,2,6.0,0.0,0,0,0,1.0
1,2009.0,1.0,4.0,30.0,16.0,11,6.27273,0.0,1,0,1,1.0
1,1978.0,2.0,2.0,0.0,12.0,2,5.0,0.0,0,2,0,0.0
1,1978.0,2.0,2.0,0.0,12.0,3,6.0,0.0,1,0,0,0.0
1,1979.0,2.0,2.0,0.0,12.0,0,0.0,0.0,0,3,2,0.0
1,1986.0,2.0,6.0,30.0,18.0,1,6.0,0.0,0,0,0,0.0
1,1930.0,3.0,3.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,4.0,60.0,8.0,1,8.0,0.0,0,1,2,2.0
1,2010.0,2.0,2.0,5.0,6.0,1,4.0,0.0,0,0,0,0.0
1,2009.0,2.0,6.0,180.0,12.0,1,9.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,60.0,10.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,10.0,5.0,3,6.33333,0.0,0,0,0,1.0
2,2006.0,2.0,8.0,120.0,12.0,1,7.0,0.0,0,1,2,0.0
2,2010.0,2.0,5.0,45.0,10.0,28,6.78571,0.0,2,1,4,2.0
1,2010.0,1.0,5.0,60.0,8.0,1,6.0,0.0,0,1,2,0.0
1,2006.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1986.0,2.0,2.0,180.0,16.0,2,5.0,0.0,0,0,0,0.0
1,0.0,6.0,0.0,0.0,13.0,9,6.55556,0.0,2,0,1,0.0
1,0.0,2.0,4.0,45.0,12.0,2,4.5,0.0,0,1,1,0.0
1,1990.0,2.0,7.0,120.0,12.0,0,0.0,0.0,0,0,0,0.0
1,1970.0,2.0,2.0,0.0,0.0,2,2.5,0.0,1,1,0,1.0
1,0.0,2.0,4.0,15.0,3.0,0,0.0,0.0,0,0,0,1.0
1,0.0,2.0,2.0,45.0,10.0,1,9.0,0.0,0,0,4,0.0
1,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,4.0,10.0,12.0,2,9.1,0.0,0,0,1,0.0
1,1980.0,2.0,2.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,1989.0,2.0,6.0,0.0,3.0,0,0.0,0.0,0,0,0,0.0
1,1995.0,2.0,0.0,0.0,5.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,75.0,12.0,2,7.45,0.0,0,0,1,0.0
2,2010.0,2.0,2.0,60.0,12.0,256,7.65889,6.06397,26,29,38,2.72
1,2010.0,2.0,0.0,1.0,8.0,12,7.95833,0.0,0,1,2,3.0
2,2010.0,2.0,6.0,90.0,12.0,306,7.56637,6.10071,23,66,122,2.9091
1,2009.0,2.0,6.0,0.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,5.0,15.0,6.0,1,6.0,0.0,0,0,0,0.0
1,2009.0,2.0,0.0,0.0,0.0,1,5.0,0.0,1,0,0,0.0
1,2006.0,1.0,5.0,40.0,13.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,6.0,30.0,9.0,3,7.5,0.0,0,1,2,2.3333
1,0.0,2.0,2.0,10.0,0.0,0,0.0,0.0,0,2,1,0.0
1,0.0,2.0,2.0,60.0,0.0,1,4.0,0.0,0,0,0,2.0
1,1958.0,2.0,2.0,45.0,6.0,1,6.0,0.0,0,1,2,0.0
1,2010.0,3.0,5.0,60.0,8.0,11,3.99091,0.0,0,0,3,0.0
1,0.0,2.0,6.0,60.0,10.0,0,0.0,0.0,0,0,3,0.0
2,1997.0,2.0,2.0,180.0,14.0,41,7.7439,5.62945,3,4,9,5.0
2,2009.0,2.0,10.0,60.0,10.0,28,6.96429,0.0,0,3,8,2.0
1,2010.0,2.0,6.0,10.0,6.0,16,5.09375,0.0,2,0,1,1.0
1,2004.0,2.0,2.0,45.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2006.0,2.0,2.0,30.0,12.0,0,0.0,0.0,0,0,1,0.0
2,2010.0,2.0,5.0,20.0,8.0,8,4.75,0.0,4,0,1,0.0
1,2010.0,2.0,5.0,20.0,13.0,17,4.77647,0.0,10,0,2,1.0
1,2010.0,2.0,2.0,15.0,0.0,3,7.5,0.0,0,0,4,3.0
1,2006.0,1.0,4.0,0.0,8.0,2,2.5,0.0,0,0,0,0.0
1,2010.0,2.0,4.0,60.0,10.0,0,0.0,0.0,0,4,8,0.0
1,2010.0,2.0,4.0,5.0,8.0,23,6.03478,0.0,7,4,8,1.75
1,2010.0,2.0,0.0,0.0,0.0,1,4.0,0.0,0,0,0,0.0
1,2010.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,2,0.0
1,0.0,2.0,0.0,0.0,7.0,1,6.0,0.0,0,0,0,0.0
1,2010.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0,0,0,0.0
1,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,0.0,0.0,900.0,0.0,6,7.91667,0.0,0,5,18,3.0
1,0.0,2.0,6.0,30.0,8.0,0,0.0,0.0,0,0,0,2.0
1,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,3.0,5.0,30.0,8.0,28,6.32143,0.0,1,5,14,2.0
1,2009.0,2.0,4.0,60.0,8.0,1,1.0,0.0,0,0,1,0.0
1,2009.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,0.0
1,2010.0,2.0,8.0,25.0,9.0,1,4.0,0.0,0,1,1,0.0
1,2010.0,2.0,4.0,15.0,5.0,8,4.25,0.0,1,0,1,0.0
1,2010.0,2.0,12.0,60.0,12.0,12,7.05,0.0,0,4,6,2.3333
1,2010.0,1.0,1.0,1.0,7.0,1,7.5,0.0,0,0,1,0.0
1,2007.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2007.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2006.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2006.0,2.0,0.0,0.0,0.0,1,6.0,0.0,0,0,0,0.0
1,2006.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,4.0,10.0,7.0,5,6.9,0.0,0,1,5,1.0
1,2009.0,2.0,8.0,2.0,12.0,1,4.0,0.0,0,0,0,0.0
1,2000.0,2.0,2.0,0.0,12.0,1,6.0,0.0,0,1,1,0.0
1,2000.0,1.0,2.0,0.0,12.0,1,5.0,0.0,0,0,0,0.0
1,1999.0,4.0,4.0,0.0,12.0,2,6.5,0.0,0,0,0,0.0
1,0.0,2.0,5.0,5.0,2.0,2,6.0,0.0,0,0,0,0.0
1,2010.0,1.0,1.0,60.0,12.0,5,4.0,0.0,0,1,8,1.0
1,2005.0,2.0,4.0,25.0,4.0,1,4.0,0.0,0,0,0,0.0
1,2008.0,2.0,4.0,45.0,9.0,1,6.0,0.0,1,0,1,1.0
1,2010.0,3.0,9.0,5.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,4.0,30.0,12.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,2.0,6.0,30.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,6.0,15.0,12.0,8,6.1,0.0,0,10,22,1.5
1,1999.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0
1,1976.0,2.0,8.0,15.0,4.0,0,0.0,0.0,1,0,1,0.0
1,1990.0,2.0,4.0,10.0,3.0,0,0.0,0.0,0,0,0,0.0
1,1990.0,2.0,0.0,30.0,8.0,1,5.0,0.0,1,0,0,0.0
1,2010.0,1.0,2.0,0.0,0.0,11,6.95455,0.0,1,0,4,3.6667
1,1983.0,2.0,0.0,20.0,6.0,1,2.0,0.0,0,0,0,0.0
1,1967.0,2.0,9.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1984.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,6.0,30.0,9.0,16,6.9125,0.0,0,1,6,2.6667
1,0.0,2.0,4.0,0.0,7.0,5,4.0,0.0,2,1,1,0.0
1,1997.0,2.0,4.0,30.0,8.0,6,5.48333,0.0,0,0,2,1.0
1,2010.0,2.0,2.0,0.0,0.0,4,7.25,0.0,3,1,8,0.0
1,1962.0,2.0,4.0,0.0,7.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,2.0,4.0,45.0,10.0,203,6.93155,5.82207,48,52,83,1.7778
1,0.0,2.0,0.0,0.0,0.0,1,3.0,0.0,0,0,0,0.0
1,0.0,2.0,0.0,0.0,9.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,8.0,0.0,5.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,0.0,0.0,4.0,0,0.0,0.0,0,0,0,0.0
2,2008.0,2.0,2.0,30.0,0.0,0,0.0,0.0,0,1,1,0.0
1,0.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2008.0,2.0,2.0,0.0,0.0,1,6.0,0.0,0,1,1,4.0
1,0.0,2.0,3.0,20.0,4.0,1,4.0,0.0,0,0,0,0.0
1,2000.0,2.0,6.0,10.0,4.0,1,5.0,0.0,0,0,0,0.0
1,0.0,2.0,6.0,0.0,8.0,11,5.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,30.0,10.0,0,0.0,0.0,0,0,0,0.0
1,2009.0,2.0,4.0,50.0,12.0,1,5.0,0.0,0,0,0,0.0
1,2008.0,3.0,8.0,50.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,2.0,40.0,12.0,13,4.71538,0.0,2,3,6,1.5
1,2010.0,0.0,0.0,0.0,0.0,5,7.0,0.0,0,0,4,0.0
1,2010.0,2.0,6.0,0.0,8.0,22,3.77273,0.0,2,1,10,1.0
1,2006.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2004.0,2.0,2.0,30.0,0.0,1,8.0,0.0,0,0,3,0.0
1,1890.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1990.0,2.0,6.0,45.0,6.0,1,3.0,0.0,0,0,0,1.0
1,1888.0,2.0,5.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,6.0,45.0,8.0,0,0.0,0.0,0,0,0,0.0
1,0.0,3.0,4.0,120.0,12.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,4.0,75.0,10.0,2,6.75,0.0,1,0,1,0.0
1,2009.0,2.0,2.0,30.0,8.0,1,1.0,0.0,1,0,0,0.0
1,1950.0,2.0,8.0,1.0,5.0,1,9.0,0.0,0,0,1,1.0
1,1987.0,2.0,6.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,1993.0,1.0,7.0,180.0,12.0,1,8.0,0.0,0,2,4,2.0
1,2003.0,2.0,2.0,20.0,0.0,1,6.0,0.0,0,0,0,0.0
1,2001.0,2.0,2.0,20.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1973.0,2.0,2.0,180.0,10.0,3,5.0,0.0,0,1,0,0.0
1,0.0,2.0,4.0,45.0,10.0,0,0.0,0.0,0,2,8,0.0
1,1977.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0,1,3,0.0
1,2010.0,2.0,2.0,30.0,10.0,1,7.6,0.0,0,0,3,0.0
1,0.0,2.0,2.0,20.0,8.0,0,0.0,0.0,0,0,1,0.0
1,2007.0,2.0,2.0,20.0,0.0,0,0.0,0.0,0,0,2,0.0
1,2009.0,2.0,6.0,15.0,0.0,6,5.83333,0.0,0,0,2,1.0
1,2003.0,2.0,2.0,30.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2003.0,2.0,2.0,30.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1993.0,2.0,2.0,60.0,10.0,1,8.0,0.0,0,0,1,3.0
1,0.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1994.0,2.0,4.0,30.0,5.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2009.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2008.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
2,2007.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1997.0,2.0,4.0,20.0,4.0,0,0.0,0.0,0,0,0,0.0
2,2010.0,2.0,5.0,240.0,12.0,19,6.65789,0.0,2,40,84,0.0
1,2001.0,2.0,4.0,15.0,5.0,6,4.5,0.0,1,0,1,0.0
2,2014.0,2.0,6.0,60.0,12.0,149,7.73483,5.8929,9,138,418,2.5833
1,2010.0,2.0,3.0,120.0,10.0,3,7.4,0.0,0,1,18,0.0
1,2010.0,2.0,4.0,30.0,8.0,2,6.4,0.0,0,0,4,1.0
1,2005.0,3.0,4.0,120.0,10.0,5,7.14,0.0,0,0,2,0.0
1,1976.0,2.0,2.0,0.0,0.0,5,5.6,0.0,1,1,0,0.0
1,2010.0,2.0,6.0,120.0,8.0,0,0.0,0.0,0,0,2,0.0
1,2010.0,2.0,2.0,30.0,10.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,4.0,20.0,6.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,2.0,15.0,8.0,0,0.0,0.0,0,1,3,0.0
2,2010.0,2.0,2.0,20.0,8.0,1163,7.54405,6.76185,26,87,293,2.1587
1,1999.0,2.0,2.0,0.0,12.0,2,6.0,0.0,0,0,1,2.0
1,1999.0,4.0,5.0,240.0,10.0,1,4.0,0.0,0,0,0,0.0
2,2009.0,2.0,7.0,90.0,8.0,9,8.03344,0.0,0,5,28,2.0
1,2010.0,2.0,2.0,30.0,6.0,3,3.16667,0.0,1,0,0,0.0
1,1965.0,1.0,8.0,30.0,0.0,0,0.0,0.0,0,0,0,0.0
1,0.0,2.0,8.0,30.0,12.0,1,7.0,0.0,2,3,3,0.0
1,2010.0,2.0,2.0,30.0,12.0,10,6.57,0.0,3,5,16,3.0
1,2007.0,2.0,6.0,1.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,0.0,180.0,12.0,1,6.0,0.0,0,0,6,4.0
1,1990.0,2.0,0.0,45.0,14.0,1,4.0,0.0,0,0,0,0.0
1,2010.0,2.0,4.0,10.0,4.0,1,7.0,0.0,0,0,1,0.0
1,1905.0,2.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,1999.0,2.0,2.0,0.0,8.0,0,0.0,0.0,0,0,0,0.0
1,1968.0,2.0,2.0,0.0,8.0,0,0.0,0.0,0,0,0,0.0
1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,7,0.0
1,2009.0,2.0,6.0,15.0,7.0,1,4.0,0.0,0,0,0,0.0
2,2010.0,2.0,2.0,60.0,12.0,40,7.4525,5.60526,2,3,2,2.0
1,1985.0,2.0,10.0,120.0,12.0,1,5.0,0.0,0,0,0,0.0
1,2010.0,2.0,4.0,30.0,12.0,1,6.0,0.0,0,0,0,0.0
1,1989.0,1.0,5.0,0.0,12.0,0,0.0,0.0,0,0,0,0.0
1,2006.0,2.0,2.0,30.0,8.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,3.0,90.0,12.0,23,8.2,0.0,0,20,101,3.0
2,2010.0,2.0,4.0,45.0,0.0,2,7.0,0.0,0,21,60,2.0
1,2009.0,2.0,6.0,15.0,6.0,0,0.0,0.0,0,0,0,0.0
1,2000.0,2.0,8.0,45.0,7.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,2.0,0.0,10.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,2.0,30.0,10.0,2,6.5,0.0,0,0,2,3.0
1,2007.0,2.0,6.0,30.0,8.0,1,2.0,0.0,0,0,0,0.0
2,2006.0,2.0,0.0,30.0,12.0,13,6.99231,0.0,0,4,3,0.0
2,2010.0,2.0,8.0,120.0,16.0,5,7.4,0.0,0,3,15,0.0
1,1988.0,2.0,4.0,0.0,5.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,2.0,2.0,60.0,12.0,1,8.0,0.0,0,3,6,2.0
1,2010.0,2.0,5.0,25.0,8.0,600,7.55728,6.46135,11,75,216,1.8036
2,2009.0,2.0,8.0,120.0,0.0,4,7.0,0.0,0,0,1,1.0
1,2009.0,2.0,4.0,60.0,10.0,4,1.25,0.0,0,0,0,0.0
1,2003.0,2.0,2.0,20.0,0.0,1,5.5,0.0,0,0,0,2.0
1,0.0,2.0,2.0,20.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2002.0,2.0,2.0,20.0,0.0,2,6.0,0.0,0,0,0,0.0
1,1960.0,3.0,15.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0
1,2010.0,3.0,7.0,30.0,7.0,11,6.41818,0.0,0,0,1,0.0
2,2010.0,1.0,5.0,60.0,12.0,1246,7.75078,6.92296,162,47,169,2.75
1,2004.0,1.0,4.0,60.0,13.0,0,0.0,0.0,0,0,0,0.0
